policy,trial_id,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,weekly_drift,mean_seven_day_utilization,objective_score
five_hour_first,277,6,9,5138,5138,0,3355,3355,0,0,0.054075187266848526,0.5506978252516962,0.9496622637984847
seven_day_first,277,6,9,5001,5001,0,3127,3127,0,0,0.004516945490396306,0.533242376667402,0.9528725431177006
weighted_score,277,6,9,5286,5286,0,3431,3431,0,0,0.02638932904862058,0.5643423673046716,0.9537953038256052
reset_aware_weekly_priority,277,6,9,5176,5176,0,3312,3312,0,0,0.04645966851584502,0.552770465881875,0.950631079736603
five_hour_first,278,6,8,5782,5782,0,4468,4468,0,0,0.0626585553563372,0.5120162440442166,0.9449357688687879
seven_day_first,278,6,8,5937,5937,0,4573,4573,0,0,0.002660821428599939,0.5225813223392216,0.9519920500910622
weighted_score,278,6,8,5933,5933,0,4562,4562,0,0,0.03640637231594115,0.5237424684425489,0.9487336096126607
reset_aware_weekly_priority,278,6,8,5562,5562,0,4313,4313,0,0,0.05130315886208508,0.49153522221365287,0.9440232063351568
five_hour_first,279,3,9,7392,4533,2859,5530,3364,71,1,0.0,1.0,0.48345360569631823
seven_day_first,279,3,9,7561,4533,3028,5664,3327,191,77,0.0,1.0,0.52698643189018
weighted_score,279,3,9,7581,4533,3048,5718,3291,171,46,0.0,1.0,0.502798156959749
reset_aware_weekly_priority,279,3,9,7643,4533,3110,5801,3417,165,47,0.0,1.0,0.5051505685253258
five_hour_first,280,8,11,6723,6723,0,4581,4581,0,0,0.053480703783983556,0.5031348154758999,0.9449654111691916
seven_day_first,280,8,11,6646,6646,0,4528,4528,0,0,0.00244531981610108,0.4947305542327404,0.949228523441664
weighted_score,280,8,11,6807,6807,0,4642,4642,0,0,0.032720882293193435,0.5049164552743166,0.9472195572981124
reset_aware_weekly_priority,280,8,11,6861,6861,0,4555,4555,0,0,0.05268670288727522,0.5065674196448005,0.9453880716757525
five_hour_first,281,7,9,8047,8047,0,5890,5890,0,0,0.050239428840340196,0.6072335757840917,0.9556994146943751
seven_day_first,281,7,9,8024,8024,0,5786,5786,0,0,0.0025184361039179864,0.593684828149532,0.9591166392045615
weighted_score,281,7,9,8184,8184,0,5975,5975,0,0,0.02028245059835664,0.6039058752779345,0.9583623424679578
reset_aware_weekly_priority,281,7,9,8318,8318,0,6040,6040,0,0,0.03619048174462485,0.6100540003669446,0.957386351862232
five_hour_first,282,7,12,10306,10225,81,7245,7164,45,2,0.015360887134162735,0.9904332540333386,0.8458772227761348
seven_day_first,282,7,12,10662,10339,323,7604,7357,122,111,0.0,1.0,0.9571485312105438
weighted_score,282,7,12,10757,10339,418,7750,7425,93,50,0.0,1.0,0.89296039788045
reset_aware_weekly_priority,282,7,12,10414,10339,75,7365,7365,56,56,0.0,1.0,0.994958709429614
five_hour_first,283,6,14,4506,4506,0,3321,3321,0,0,0.03675390882761978,0.4495144079267796,0.941276049909916
seven_day_first,283,6,14,4711,4711,0,3491,3491,0,0,0.00222824190426882,0.4718918696472805,0.9469663627743012
weighted_score,283,6,14,4489,4489,0,3206,3206,0,0,0.0320042727775806,0.4504876694006709,0.9418483396623091
reset_aware_weekly_priority,283,6,14,4450,4450,0,3304,3304,0,0,0.05292841765147148,0.44751936203924236,0.9394590944387772
five_hour_first,284,7,16,11986,11069,917,8391,7535,247,0,0.0,1.0,0.7709423378241922
seven_day_first,284,7,16,11940,11069,871,8449,7630,337,194,0.0,1.0,0.8610528596598442
weighted_score,284,7,16,12054,11069,985,8568,7628,356,99,0.0,1.0,0.8070849162721634
reset_aware_weekly_priority,284,7,16,12163,11069,1094,8565,7536,296,92,0.0,1.0,0.8036251549178159
five_hour_first,285,3,19,15609,5002,10607,11135,3059,931,9,0.0,1.0,0.194449195019483
seven_day_first,285,3,19,15522,5002,10520,11235,3097,2155,760,0.0,1.0,0.2473909406712013
weighted_score,285,3,19,16045,5002,11043,11483,2957,1381,297,0.0,1.0,0.21486075399798657
reset_aware_weekly_priority,285,3,19,15732,5002,10730,11275,3051,1556,419,0.0,1.0,0.23060716990423388
five_hour_first,286,4,9,6674,5887,787,4592,3945,0,0,0.0,1.0,0.8822314954856277
seven_day_first,286,4,9,6809,5887,922,4815,4172,4,4,0.0,1.0,0.8718284333529
weighted_score,286,4,9,6853,5887,966,4728,4061,0,0,0.0,1.0,0.866059273076398
reset_aware_weekly_priority,286,4,9,6889,5887,1002,4710,4015,2,2,0.0,1.0,0.8612959165339125
five_hour_first,287,7,19,8990,8990,0,6011,6011,0,0,0.06015087058660299,0.6611930661598728,0.960104219557327
seven_day_first,287,7,19,9238,9238,0,6036,6036,0,0,0.002112655486568211,0.6763076901846597,0.9674195034698092
weighted_score,287,7,19,9372,9372,0,6065,6065,0,0,0.013839677822860627,0.6855708438839292,0.9671731166061068
reset_aware_weekly_priority,287,7,19,9155,9155,0,5985,5985,0,0,0.03521968618032182,0.6686907005962135,0.9633471014415892
five_hour_first,288,7,15,13695,13024,671,9999,9420,0,0,0.0,1.0,0.9512263636002155
seven_day_first,288,7,15,13814,13024,790,9955,9253,7,7,0.0,1.0,0.9423388162614201
weighted_score,288,7,15,13811,13024,787,10105,9395,0,0,0.0,1.0,0.9425459437186782
reset_aware_weekly_priority,288,7,15,13674,13024,650,9948,9374,0,0,0.0,1.0,0.9523001618067306
five_hour_first,289,5,19,8928,8928,0,6598,6598,0,0,0.02591790883898753,0.9829834711555389,0.9957065562316552
seven_day_first,289,5,19,8246,8246,0,6156,6156,0,0,0.009800348032266195,0.906724527627458,0.9896924179595192
weighted_score,289,5,19,8500,8500,0,6154,6154,0,0,0.0231643618835343,0.9372656733297063,0.9914101311446173
reset_aware_weekly_priority,289,5,19,8488,8488,0,6301,6301,0,0,0.03750021647416945,0.9311810590044693,0.9893680842530301
five_hour_first,290,3,8,6331,4720,1611,4652,3218,0,0,0.0,1.0,0.7448128522618574
seven_day_first,290,3,8,6576,4720,1856,4740,3388,0,0,0.0,1.0,0.7311250731466937
weighted_score,290,3,8,6571,4720,1851,4733,3404,0,0,0.0,1.0,0.7326167954688122
reset_aware_weekly_priority,290,3,8,6339,4720,1619,4546,3193,0,0,0.0,1.0,0.7468117864348154
five_hour_first,291,2,5,2397,2397,0,1766,1766,0,0,0.07068701553154372,0.572212568544511,0.9501525553012967
seven_day_first,291,2,5,2154,2154,0,1593,1593,0,0,0.0033723287525952994,0.5010839992331445,0.9497711670480549
weighted_score,291,2,5,2228,2228,0,1638,1638,0,0,0.018040140263858084,0.5214726345430343,0.9503432494279176
reset_aware_weekly_priority,291,2,5,2179,2179,0,1547,1547,0,0,0.013238455357179296,0.5090431845715195,0.949580472921434
five_hour_first,292,5,8,3361,3361,0,2287,2287,0,0,0.023514962379829057,0.4309990941270384,0.9407484131747209
seven_day_first,292,5,8,3494,3494,0,2332,2332,0,0,0.0014983037825504826,0.4437794919177991,0.944228118813525
weighted_score,292,5,8,3507,3507,0,2433,2433,0,0,0.018391796690064733,0.44736345559360535,0.9428971658903541
reset_aware_weekly_priority,292,5,8,3278,3278,0,2287,2287,0,0,0.03507603265205491,0.41972470672931167,0.9384648674077257
five_hour_first,293,3,4,1706,1706,0,1200,1200,0,0,0.036304566310240316,0.316565152112865,0.9280260585802625
seven_day_first,293,3,4,1956,1956,0,1395,1395,0,0,0.0018784525899295213,0.3514989933629396,0.934962054077301
weighted_score,293,3,4,1919,1919,0,1317,1317,0,0,0.012904212815053735,0.34806976714158805,0.9335165554326534
reset_aware_weekly_priority,293,3,4,1684,1684,0,1184,1184,0,0,0.019973266403818333,0.305209789309355,0.9285236522905537
five_hour_first,294,6,14,10728,7909,2819,7663,5419,0,0,0.0,1.0,0.7428518495325506
seven_day_first,294,6,14,10971,7909,3062,7798,5646,323,139,0.0,1.0,0.6501894235558473
weighted_score,294,6,14,10853,7909,2944,7681,5524,127,45,0.0,1.0,0.6430609222526542
reset_aware_weekly_priority,294,6,14,10513,7909,2604,7489,5506,315,116,0.0,1.0,0.665655673728591
five_hour_first,295,6,15,10522,9331,1191,8313,7175,140,2,0.0,1.0,0.7386853658555625
seven_day_first,295,6,15,10654,9331,1323,8289,7029,389,226,0.0,1.0,0.8122192594557883
weighted_score,295,6,15,10680,9331,1349,8398,7198,205,75,0.0,1.0,0.7807376546434853
reset_aware_weekly_priority,295,6,15,10614,9331,1283,8442,7316,193,77,0.0,1.0,0.791884720834752
five_hour_first,296,7,12,8037,8037,0,5905,5905,0,0,0.09893610482954515,0.705278192591104,0.9606342087761559
seven_day_first,296,7,12,7859,7859,0,5781,5781,0,0,0.004399394419265904,0.6767374455105504,0.9672338051091285
weighted_score,296,7,12,8330,8330,0,6232,6232,0,0,0.027943935129038453,0.71850898814749,0.9690565053018452
reset_aware_weekly_priority,296,7,12,8113,8113,0,5958,5958,0,0,0.03169110125700845,0.6981227791100492,0.9666431677853041
five_hour_first,297,7,12,6673,6673,0,4798,4798,0,0,0.04708149948104409,0.5751433440423058,0.9528061844561262
seven_day_first,297,7,12,7031,7031,0,5028,5028,0,0,0.0016992263671165842,0.5987089022538348,0.9597009675886718
weighted_score,297,7,12,7077,7077,0,4999,4999,0,0,0.019522144754405793,0.6023252893799533,0.9582803144625548
reset_aware_weekly_priority,297,7,12,6855,6855,0,4851,4851,0,0,0.030420617550416494,0.5814824490081282,0.9551061831457712
five_hour_first,298,4,8,3759,3759,0,2744,2744,0,0,0.07669831847083797,0.5914349801323093,0.9514736661661471
seven_day_first,298,4,8,3838,3838,0,2854,2854,0,0,0.003035469888094293,0.5903629734108158,0.9587327503522722
weighted_score,298,4,8,3708,3708,0,2762,2762,0,0,0.027506359478022643,0.5702500273993298,0.9542743667921307
reset_aware_weekly_priority,298,4,8,3731,3731,0,2739,2739,0,0,0.03829052821585283,0.5723592068799026,0.9534068678664049
five_hour_first,299,2,16,7440,2823,4617,5840,1983,463,5,0.0,1.0,0.25211340775018154
seven_day_first,299,2,16,7444,2823,4621,5831,1967,822,311,0.0,1.0,0.30654767545223743
weighted_score,299,2,16,7412,2823,4589,5864,1996,610,115,0.0,1.0,0.2799823893923986
reset_aware_weekly_priority,299,2,16,7505,2823,4682,5862,1964,618,173,0.0,1.0,0.2890545638919374
five_hour_first,300,3,16,5991,4651,1340,4044,2967,0,0,0.0,1.0,0.776851695693887
seven_day_first,300,3,16,5866,4651,1215,3877,2966,0,0,0.0,1.0,0.7962680590447427
weighted_score,300,3,16,5761,4651,1110,3985,3180,0,0,0.0,1.0,0.8146256999592945
reset_aware_weekly_priority,300,3,16,5924,4651,1273,4180,3159,0,0,0.0,1.0,0.7885133945446146
five_hour_first,301,4,13,8915,5336,3579,6012,3468,0,0,0.0,1.0,0.6131908253039631
seven_day_first,301,4,13,8964,5336,3628,6124,3726,9,9,0.0,1.0,0.6187954444966163
weighted_score,301,4,13,8641,5336,3305,5899,3665,0,0,0.0,1.0,0.637587720259362
reset_aware_weekly_priority,301,4,13,8834,5336,3498,6078,3721,2,2,0.0,1.0,0.6258729099623541
five_hour_first,302,5,14,10385,8004,2381,7376,5661,0,0,0.0,1.0,0.7813811955807695
seven_day_first,302,5,14,9901,8004,1897,7162,5630,0,0,0.0,1.0,0.8124055516268416
weighted_score,302,5,14,9976,8004,1972,6971,5472,0,0,0.0,1.0,0.807869479204545
reset_aware_weekly_priority,302,5,14,10253,8004,2249,7293,5663,0,0,0.0,1.0,0.7905791991345144
five_hour_first,303,8,16,6503,6503,0,4422,4422,0,0,0.06087917756823699,0.525829469277793,0.9464950291709556
seven_day_first,303,8,16,6222,6222,0,4325,4325,0,0,0.0024805700252966017,0.4919609919336177,0.9489480421908322
weighted_score,303,8,16,6310,6310,0,4228,4228,0,0,0.026793007798178517,0.5006928344290402,0.9473899826630863
reset_aware_weekly_priority,303,8,16,6409,6409,0,4416,4416,0,0,0.04007046731370853,0.5083081494695938,0.9468237682155886
five_hour_first,304,2,11,3139,2842,297,2118,1894,0,0,0.0,1.0,0.9073286783801581
seven_day_first,304,2,11,3231,2842,389,2243,1946,0,0,0.0,1.0,0.8826196994038884
weighted_score,304,2,11,3339,2842,497,2350,1998,0,0,0.0,1.0,0.8583603193719612
reset_aware_weekly_priority,304,2,11,3237,2842,395,2210,1972,0,0,0.0,1.0,0.8876583256101328
five_hour_first,305,6,19,6374,6374,0,4172,4172,0,0,0.07124463300190309,0.73978999711952,0.9668545364117617
seven_day_first,305,6,19,6446,6446,0,4304,4304,0,0,0.002607739353930185,0.7401801998117827,0.9737572460457853
weighted_score,305,6,19,6345,6345,0,4216,4216,0,0,0.03321500433781806,0.732772852547306,0.9699557848209489
reset_aware_weekly_priority,305,6,19,6358,6358,0,4207,4207,0,0,0.04638753426477906,0.7355203363792592,0.9689132802114481
five_hour_first,306,2,15,13899,3395,10504,10391,2050,453,8,0.0,1.0,0.12295405886264568
seven_day_first,306,2,15,13754,3395,10359,10328,2086,1288,652,0.0,1.0,0.19921157886142682
weighted_score,306,2,15,14192,3395,10797,10643,2058,824,171,0.0,1.0,0.1469237687016331
reset_aware_weekly_priority,306,2,15,14039,3395,10644,10571,2111,948,284,0.0,1.0,0.16413946875225705
five_hour_first,307,7,14,8418,8385,33,6434,6401,0,0,0.1020440085032636,0.9077484287679656,0.9765440717390782
seven_day_first,307,7,14,8569,8569,0,6576,6576,0,0,0.008247317087621202,0.9084741014300349,0.9900226784342414
weighted_score,307,7,14,8500,8500,0,6504,6504,0,0,0.030598016267848426,0.903577707394947,0.9872979691127098
reset_aware_weekly_priority,307,7,14,8639,8639,0,6643,6643,0,0,0.040714535877829264,0.9153677127176975,0.9874653176839868
five_hour_first,308,5,6,5217,5217,0,3912,3912,0,0,0.05650969621401954,0.6140200231713779,0.9557510326957358
seven_day_first,308,5,6,5033,5033,0,3721,3721,0,0,0.0030631558134393204,0.5856865959231605,0.9582623440109721
weighted_score,308,5,6,4936,4936,0,3592,3592,0,0,0.022219689340068304,0.5765123360400579,0.955429264669999
reset_aware_weekly_priority,308,5,6,5028,5028,0,3735,3735,0,0,0.04431732188742462,0.5875627304467936,0.9543245408559369
five_hour_first,309,8,18,12496,12496,0,7768,7768,0,0,0.07554952690277472,0.8817656192742862,0.9806216092371511
seven_day_first,309,8,18,12618,12618,0,7863,7863,0,0,0.0036384133618046796,0.8861743342349466,0.9882535920873142
weighted_score,309,8,18,12379,12379,0,7860,7860,0,0,0.03765485442962018,0.8675547293854714,0.9829899874955851
reset_aware_weekly_priority,309,8,18,12504,12504,0,7812,7812,0,0,0.054019445988706144,0.8752811449378336,0.9821261698949127
five_hour_first,310,3,15,9853,5138,4715,7388,3686,429,2,0.0,1.0,0.39045447188354887
seven_day_first,310,3,15,9739,5138,4601,7237,3703,544,167,0.0,1.0,0.44326551730354935
weighted_score,310,3,15,9859,5138,4721,7278,3679,498,69,0.0,1.0,0.41196086900741546
reset_aware_weekly_priority,310,3,15,9798,5138,4660,7411,3737,467,79,0.0,1.0,0.41851225521597607
five_hour_first,311,8,19,14168,12801,1367,9246,8191,114,3,0.0,1.0,0.7578819937135624
seven_day_first,311,8,19,13928,12801,1127,9129,8195,461,411,0.0,1.0,0.9015118925213169
weighted_score,311,8,19,14191,12801,1390,9267,8156,212,160,0.0,1.0,0.8646710205280131
reset_aware_weekly_priority,311,8,19,13585,12801,784,8863,8252,232,195,0.0,1.0,0.9184455182801678
five_hour_first,312,2,9,7322,3752,3570,5239,2681,12,0,0.0,1.0,0.3866345291618932
seven_day_first,312,2,9,7382,3752,3630,5216,2755,72,63,0.0,1.0,0.5190799691215409
weighted_score,312,2,9,7352,3752,3600,5171,2770,50,27,0.0,1.0,0.47215606434057517
reset_aware_weekly_priority,312,2,9,7421,3752,3669,5398,2866,132,91,0.0,1.0,0.4900580037331621
five_hour_first,313,5,16,14750,7464,7286,10590,5288,76,6,0.0,1.0,0.3909005838406454
seven_day_first,313,5,16,14694,7464,7230,10689,5322,298,298,0.0,1.0,0.5300474616215133
weighted_score,313,5,16,14747,7464,7283,10566,5266,208,166,0.0,1.0,0.49860509385616136
reset_aware_weekly_priority,313,5,16,14748,7464,7284,10592,5212,204,197,0.0,1.0,0.5221420784408198
five_hour_first,314,3,10,6460,5088,1372,4646,3513,119,2,0.0,1.0,0.6428858550239771
seven_day_first,314,3,10,6272,5088,1184,4520,3597,140,28,0.0,1.0,0.6968062579013906
weighted_score,314,3,10,6566,5088,1478,4774,3557,144,19,0.0,1.0,0.6484917460769049
reset_aware_weekly_priority,314,3,10,6394,5088,1306,4740,3709,131,2,0.0,1.0,0.6549346475253764
five_hour_first,315,4,10,5718,5694,24,4461,4437,13,1,0.094157767703624,0.8893599891721862,0.8367756035313989
seven_day_first,315,4,10,5812,5812,0,4532,4532,14,14,0.0028450423623310648,0.9059952080737135,0.9903150165711383
weighted_score,315,4,10,5788,5781,7,4476,4469,23,18,0.006948472605851532,0.900623438464993,0.9555212477205038
reset_aware_weekly_priority,315,4,10,5877,5851,26,4640,4614,39,25,0.04117764072569356,0.911634131316144,0.9287018150394505
five_hour_first,316,4,10,3815,3815,0,2685,2685,0,0,0.06388548714035808,0.5998669169882205,0.9535981429847863
seven_day_first,316,4,10,3977,3977,0,2853,2853,0,0,0.0021730680951867073,0.6188582175511553,0.9616685149455969
weighted_score,316,4,10,3781,3781,0,2672,2672,0,0,0.020836416229692574,0.5892121128862744,0.9568375696656582
reset_aware_weekly_priority,316,4,10,3870,3870,0,2742,2742,0,0,0.03248924133104933,0.6033290038079249,0.9570839762476876
five_hour_first,317,3,16,8638,5747,2891,6490,4205,0,0,0.0,1.0,0.6777012009499717
seven_day_first,317,3,16,8476,5747,2729,6373,4250,209,20,0.0,1.0,0.5556955010692515
weighted_score,317,3,16,8936,5747,3189,6759,4206,0,0,0.0,1.0,0.6557605923624762
reset_aware_weekly_priority,317,3,16,8850,5747,3103,6662,4180,165,0,0.0,1.0,0.5114247736127153
five_hour_first,318,2,7,6342,3163,3179,4673,2219,0,0,0.0,1.0,0.5178308860869519
seven_day_first,318,2,7,6609,3163,3446,4778,2138,2,2,0.0,1.0,0.49687975116190797
weighted_score,318,2,7,6511,3163,3348,4727,2176,14,10,0.0,1.0,0.4622817107020014
reset_aware_weekly_priority,318,2,7,6542,3163,3379,4861,2209,20,15,0.0,1.0,0.464552211994832
five_hour_first,319,5,14,4296,4296,0,3053,3053,0,0,0.07840498303342103,0.5452962296971651,0.9466891246663744
seven_day_first,319,5,14,4104,4104,0,2805,2805,0,0,0.0015551865756897147,0.5103600287759864,0.9508804842200297
weighted_score,319,5,14,4029,4029,0,2770,2770,0,0,0.01451313539140234,0.5015443280144964,0.9487031192623094
reset_aware_weekly_priority,319,5,14,4001,4001,0,2765,2765,0,0,0.03375634445471471,0.49459359443773704,0.9460837249983022
five_hour_first,320,3,18,15394,5238,10156,11001,3350,507,15,0.0,1.0,0.21875102053857226
seven_day_first,320,3,18,15312,5238,10074,10843,3341,2353,1436,0.0,1.0,0.30803322349133555
weighted_score,320,3,18,15167,5238,9929,10878,3373,916,386,0.0,1.0,0.2824769853621626
reset_aware_weekly_priority,320,3,18,15281,5238,10043,11037,3370,1547,806,0.0,1.0,0.2944304390520512
five_hour_first,321,4,13,6354,5966,388,4749,4384,65,1,0.0,1.0,0.7903483930883943
seven_day_first,321,4,13,6448,5966,482,4783,4331,145,86,0.0,1.0,0.8630138747669206
weighted_score,321,4,13,6400,5966,434,4730,4327,46,29,0.0,1.0,0.8757962559748137
reset_aware_weekly_priority,321,4,13,6432,5966,466,4917,4495,50,32,0.0,1.0,0.8738286534077628
five_hour_first,322,2,4,2884,2884,0,1963,1963,0,0,0.10220592078936647,0.6920238015840685,0.9589817880794702
seven_day_first,322,2,4,2896,2896,0,1862,1862,0,0,0.0014994844747591163,0.6811352460641631,0.9679635761589404
weighted_score,322,2,4,2904,2904,0,1934,1934,0,0,0.0017604015328764877,0.6830517922613533,0.9681291390728477
reset_aware_weekly_priority,322,2,4,2860,2860,0,1892,1892,0,0,0.012132192568505396,0.6708148272990443,0.9658682634730539
five_hour_first,323,7,17,8114,8114,0,6253,6253,0,0,0.09737598196099793,0.6894437363899824,0.9592067754428985
seven_day_first,323,7,17,7894,7894,0,6184,6184,0,0,0.0035452379500339223,0.6432478647979805,0.9639702626847946
weighted_score,323,7,17,8019,8019,0,6382,6382,0,0,0.04392346941843935,0.6659919784683302,0.962206850904989
reset_aware_weekly_priority,323,7,17,8166,8166,0,6337,6337,4,4,0.05179441123919196,0.6800222444406405,0.9628227833201448
five_hour_first,324,4,9,6455,6452,3,4584,4584,0,0,0.02488786041696223,0.985630987088713,0.9957489834650063
seven_day_first,324,4,9,6590,6590,0,4666,4666,0,0,0.0,1.0,1.0
weighted_score,324,4,9,6596,6590,6,4801,4801,0,0,0.0,1.0,0.9993632504548211
reset_aware_weekly_priority,324,4,9,6507,6507,0,4675,4675,0,0,0.022574700710972093,0.9831827834896291,0.9960608082778657
five_hour_first,325,7,18,6099,6099,0,4478,4478,0,0,0.039630472934480424,0.4996390956096989,0.9460008622675218
seven_day_first,325,7,18,6152,6152,0,4459,4459,0,0,0.002459005522587819,0.500687874190331,0.9498228868667743
