policy,trial_id,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,weekly_drift,mean_seven_day_utilization,objective_score
reset_aware_weekly_priority,560,7,13,9097,9097,0,6729,6729,0,0,0.03141753680182265,0.8914362009460132,0.9860018664144191
five_hour_first,561,6,19,10352,10304,48,6400,6400,28,1,0.03494440298721244,0.9757881434265473,0.846195767287475
seven_day_first,561,6,19,10221,10221,0,6447,6447,22,22,0.00530400418888746,0.9595965482276002,0.9954292544038713
weighted_score,561,6,19,10561,10477,84,6569,6525,96,54,0.016615142079960687,0.9869208169102274,0.9241633810126406
reset_aware_weekly_priority,561,6,19,10593,10535,58,6472,6436,94,62,0.01127106962360628,0.991152634888545,0.9417010013326574
five_hour_first,562,4,16,5804,5804,0,4110,4110,0,0,0.06419342715802687,0.842774169009886,0.977858074185186
seven_day_first,562,4,16,5690,5690,0,4100,4100,0,0,0.003558137053864807,0.8159673616606122,0.9812409224606747
weighted_score,562,4,16,5822,5822,0,4315,4315,0,0,0.023608886414540453,0.8365868554017885,0.9812977968987249
reset_aware_weekly_priority,562,4,16,5802,5802,0,4206,4206,0,0,0.03980027861280969,0.8332477788997267,0.9793447500286918
five_hour_first,563,6,11,9642,9416,226,7678,7452,120,5,0.10539223857029544,0.859355010179439,0.8078802056427089
seven_day_first,563,6,11,9830,9725,105,7698,7593,301,254,0.006943268516935941,0.8656615343290374,0.9515628121685622
weighted_score,563,6,11,9689,9503,186,7591,7405,239,146,0.03752643653640145,0.8528746240907875,0.903603023487087
reset_aware_weekly_priority,563,6,11,9989,9773,216,7918,7702,268,162,0.04262703855080442,0.8774337218905787,0.9021957557935097
five_hour_first,564,6,19,11699,11699,0,7315,7315,0,0,0.03659115139700343,0.936352268910876,0.9899761117513873
seven_day_first,564,6,19,11538,11538,0,7318,7318,0,0,0.0018770040122637161,0.9248069641483186,0.9922929960136054
weighted_score,564,6,19,11700,11700,0,7472,7472,7,7,0.014878979710346796,0.9383770341956179,0.9923498054485271
reset_aware_weekly_priority,564,6,19,11510,11510,0,7260,7260,2,2,0.03421310509932935,0.9244751349422439,0.9890262029842916
five_hour_first,565,6,15,5738,5738,0,4165,4165,0,0,0.049422726633124636,0.6018113006391989,0.9552388574006074
seven_day_first,565,6,15,5876,5876,0,4219,4219,0,0,0.002373723133828854,0.6144473385601108,0.9612073615426283
weighted_score,565,6,15,5662,5662,0,4075,4075,0,0,0.02106388864323549,0.593680771029616,0.957261688238638
reset_aware_weekly_priority,565,6,15,5797,5797,0,4241,4241,0,0,0.03758366337200609,0.6089307919723396,0.9571347128600334
five_hour_first,566,7,18,8441,8441,0,6052,6052,0,0,0.06458122074516512,0.8117964391765504,0.9747215218431386
seven_day_first,566,7,18,8313,8313,0,6197,6197,0,0,0.002553457837877794,0.7963946497410653,0.9793841191903188
weighted_score,566,7,18,8070,8070,0,5843,5843,0,0,0.030315098631822544,0.775363510839704,0.9745048412207882
reset_aware_weekly_priority,566,7,18,8144,8144,0,5879,5879,0,0,0.04957433350717849,0.7841287635628674,0.9734554430055689
five_hour_first,567,3,15,6902,4059,2843,4981,2964,0,0,0.0,1.0,0.6104285941751068
seven_day_first,567,3,15,6884,4059,2825,4949,3041,6,6,0.0,1.0,0.6163565785304117
weighted_score,567,3,15,6617,4059,2558,4785,2942,0,0,0.0,1.0,0.6331034940715856
reset_aware_weekly_priority,567,3,15,6713,4059,2654,4782,2966,0,0,0.0,1.0,0.6283140330287936
five_hour_first,568,5,14,8098,8098,0,6190,6190,0,0,0.04478399489974571,0.9367389213077832,0.9891954926408039
seven_day_first,568,5,14,7936,7936,0,5974,5974,0,0,0.005566698882640732,0.9154468372018736,0.9909880138319233
weighted_score,568,5,14,8054,8054,0,6100,6100,0,0,0.039740402861231185,0.9316716149411024,0.9891931212079871
reset_aware_weekly_priority,568,5,14,8161,8161,0,6155,6155,0,0,0.04575877728488941,0.9438800325575695,0.989812125527268
five_hour_first,569,8,12,8415,8415,0,5720,5720,0,0,0.058118619204372536,0.6240425936622616,0.9565923974457889
seven_day_first,569,8,12,9013,9013,0,6312,6312,0,0,0.002238514464960155,0.6605174519177752,0.9658278937452814
weighted_score,569,8,12,8969,8969,0,6129,6129,0,0,0.03098158094147902,0.6630216833533804,0.9632040102411902
reset_aware_weekly_priority,569,8,12,8886,8886,0,6082,6082,0,0,0.05219269308400525,0.6599249349954032,0.9607732241911398
five_hour_first,570,7,9,2753,2753,0,1730,1730,0,0,0.023572484828543485,0.1950503595671748,0.9171477874738632
seven_day_first,570,7,9,2654,2654,0,1761,1761,0,0,0.0007138767921298895,0.1852899379871209,0.9184576061194991
weighted_score,570,7,9,2775,2775,0,1846,1846,0,0,0.01775294177623684,0.1928400321067051,0.9175087090330468
reset_aware_weekly_priority,570,7,9,2693,2693,0,1830,1830,0,0,0.03889067294994172,0.18556661317447803,0.9146675940224537
five_hour_first,571,3,11,4857,4640,217,3183,3004,0,0,0.0,1.0,0.954666486975181
seven_day_first,571,3,11,5213,4640,573,3517,3133,0,0,0.0,1.0,0.8957617493633865
weighted_score,571,3,11,5281,4640,641,3491,3050,0,0,0.0,1.0,0.8834538224213957
reset_aware_weekly_priority,571,3,11,5387,4640,747,3558,3019,0,0,0.0,1.0,0.8650605865952771
five_hour_first,572,6,16,12732,9850,2882,8908,6725,0,0,0.0,1.0,0.7802836983661376
seven_day_first,572,6,16,13078,9850,3228,8868,6668,0,0,0.0,1.0,0.7652005388990784
weighted_score,572,6,16,12736,9850,2886,8711,6517,0,0,0.0,1.0,0.7784124044773286
reset_aware_weekly_priority,572,6,16,12654,9850,2804,8782,6616,0,0,0.0,1.0,0.7832267781811705
five_hour_first,573,4,9,5909,5909,0,4307,4307,0,0,0.09523749596093473,0.7880779793695964,0.9692840483408662
seven_day_first,573,4,9,5479,5479,0,4106,4106,0,0,0.0024691301992604965,0.7282742366534363,0.9725805106454176
weighted_score,573,4,9,5635,5635,0,4127,4127,0,0,0.03315951166141896,0.7502107128340276,0.9717051201172608
reset_aware_weekly_priority,573,4,9,5742,5742,0,4164,4164,0,0,0.051796000693311674,0.7653771051670695,0.9713581104473759
five_hour_first,574,2,3,2810,2607,203,2190,2004,0,0,0.0,1.0,0.9281977282698777
seven_day_first,574,2,3,3017,2607,410,2328,1925,0,0,0.0,1.0,0.8615948983822486
weighted_score,574,2,3,3204,2607,597,2441,1911,0,0,0.0,1.0,0.8152882560257279
reset_aware_weekly_priority,574,2,3,3001,2607,394,2332,1956,0,0,0.0,1.0,0.8677885530437824
five_hour_first,575,8,18,6084,6084,0,4140,4140,0,0,0.06385089746740846,0.4238089873589646,0.9359958089891556
seven_day_first,575,8,18,6229,6229,0,4161,4161,0,0,0.0023646485724876545,0.43202669181869346,0.9429662043246205
weighted_score,575,8,18,6143,6143,0,4208,4208,0,0,0.024335464778367677,0.4271011441830903,0.9402765679404723
reset_aware_weekly_priority,575,8,18,6103,6103,0,4037,4037,0,0,0.049791732548604195,0.42500183292225724,0.9375210100373653
five_hour_first,576,6,11,6390,6390,0,4206,4206,0,0,0.05312650636920137,0.6020495959888981,0.9548923089619697
seven_day_first,576,6,11,6637,6637,0,4437,4437,0,0,0.0068950053395602645,0.6238833447384279,0.9616988339398869
weighted_score,576,6,11,6597,6597,0,4329,4329,0,0,0.031392345254135166,0.6217664522558478,0.9590374107001712
reset_aware_weekly_priority,576,6,11,6575,6575,0,4291,4291,0,0,0.04131980716501338,0.6208747521422658,0.9579554944977252
five_hour_first,577,7,19,18490,12221,6269,13629,8448,0,0,0.0,1.0,0.6676299864988208
seven_day_first,577,7,19,17988,12221,5767,13219,8345,0,0,0.0,1.0,0.6834002375069355
weighted_score,577,7,19,18571,12221,6350,13538,8378,0,0,0.0,1.0,0.6653609833124858
reset_aware_weekly_priority,577,7,19,18639,12221,6418,13693,8607,0,0,0.0,1.0,0.66611009128078
five_hour_first,578,5,7,3854,3854,0,2841,2841,0,0,0.04708776896533915,0.43561982282378553,0.9388532053858446
seven_day_first,578,5,7,3757,3757,0,2782,2782,0,0,0.0019517917819910722,0.41720865706226296,0.9415256865280273
weighted_score,578,5,7,3656,3656,0,2718,2718,0,0,0.028862176627126878,0.40468313375802667,0.93758209571309
reset_aware_weekly_priority,578,5,7,3716,3716,0,2712,2712,0,0,0.050571429308836686,0.40858280463872126,0.9358011375329884
five_hour_first,579,7,18,15596,11033,4563,11889,8319,0,0,0.0,1.0,0.7201280946601667
seven_day_first,579,7,18,16126,11033,5093,12385,8574,0,0,0.0,1.0,0.7019945022171233
weighted_score,579,7,18,16202,11033,5169,12399,8499,0,0,0.0,1.0,0.6980403452265618
reset_aware_weekly_priority,579,7,18,16128,11033,5095,12364,8659,0,0,0.0,1.0,0.7039477711950466
five_hour_first,580,5,6,4590,4590,0,3509,3509,0,0,0.031745530637431144,0.5529002542574573,0.9521154723620026
seven_day_first,580,5,6,4581,4581,0,3541,3541,0,0,0.003262489795394409,0.5475976567830766,0.9544335166987682
weighted_score,580,5,6,4435,4435,0,3427,3427,0,0,0.02227955906591451,0.5286489540775947,0.9506369395011681
reset_aware_weekly_priority,580,5,6,4545,4545,0,3423,3423,0,0,0.04166259060369968,0.5391024915921514,0.9497439900988452
five_hour_first,581,3,5,2430,2430,0,1806,1806,0,0,0.025563541802557193,0.4238739389297816,0.9398310397127225
seven_day_first,581,3,5,2467,2467,0,1841,1841,0,0,0.0011568810594639518,0.43270713329502203,0.9431550252235558
weighted_score,581,3,5,2422,2422,0,1765,1765,0,0,0.022495455240683075,0.4221327113651508,0.9399637256124468
reset_aware_weekly_priority,581,3,5,2562,2562,0,1901,1901,0,0,0.040282580183879965,0.4446532679601016,0.9404370687776221
five_hour_first,582,4,17,12270,7558,4712,9537,5491,0,0,0.0,1.0,0.6251211380306735
seven_day_first,582,4,17,11920,7558,4362,9121,5431,0,0,0.0,1.0,0.6427020560267662
weighted_score,582,4,17,12005,7558,4447,9081,5273,0,0,0.0,1.0,0.6358654391012151
reset_aware_weekly_priority,582,4,17,11938,7558,4380,9150,5383,2,2,0.0,1.0,0.6402495635464471
five_hour_first,583,6,14,3998,3998,0,2732,2732,0,0,0.03965419311166165,0.3762522632664389,0.9336598070154778
seven_day_first,583,6,14,3953,3953,0,2645,2645,0,0,0.0022907796890665566,0.3661866250655996,0.9363895845376533
weighted_score,583,6,14,3840,3840,0,2542,2542,0,0,0.02366925822749635,0.35893334867570265,0.9335264090448206
reset_aware_weekly_priority,583,6,14,4000,4000,0,2677,2677,0,0,0.03875332739890431,0.37600076715434105,0.9337247439755437
five_hour_first,584,3,11,5836,4029,1807,3901,2578,0,0,0.0,1.0,0.6984731292427963
seven_day_first,584,3,11,6010,4029,1981,4042,2528,0,0,0.0,1.0,0.6756261253510354
weighted_score,584,3,11,5967,4029,1938,3981,2538,0,0,0.0,1.0,0.6820316374574099
reset_aware_weekly_priority,584,3,11,5773,4029,1744,3765,2524,0,0,0.0,1.0,0.7061291067613604
five_hour_first,585,3,19,17055,4482,12573,12475,2831,907,9,0.0,1.0,0.14217967394878833
seven_day_first,585,3,19,17357,4482,12875,12844,2911,2343,808,0.0,1.0,0.18914629400684282
weighted_score,585,3,19,16904,4482,12422,12446,2913,1108,222,0.0,1.0,0.17416796798705111
reset_aware_weekly_priority,585,3,19,17047,4482,12565,12716,2927,1594,431,0.0,1.0,0.1821480689505527
five_hour_first,586,4,5,2634,2634,0,1879,1879,0,0,0.055611921900501564,0.45536939309888225,0.9399757471198381
seven_day_first,586,4,5,2560,2560,0,1781,1781,0,0,0.0021988802441836267,0.4355159657086647,0.9433317085464481
weighted_score,586,4,5,2419,2419,0,1679,1679,0,0,0.021207162735163373,0.4128573310924227,0.9391650168357261
reset_aware_weekly_priority,586,4,5,2638,2638,0,1920,1920,0,0,0.033832802814820984,0.450109989374931,0.941627718656011
five_hour_first,587,7,10,9006,8944,62,6470,6408,31,4,0.08788431968705028,0.7734907716094745,0.830700802018882
seven_day_first,587,7,10,8741,8741,0,6259,6259,84,84,0.001966942972762005,0.745484314549982,0.974351737157722
weighted_score,587,7,10,8854,8854,0,6409,6409,32,32,0.02441844553356416,0.7569556864019116,0.9732537240868347
reset_aware_weekly_priority,587,7,10,9033,9033,0,6578,6578,32,32,0.04108806344625153,0.7709072824741957,0.9729819219027944
five_hour_first,588,7,14,13171,11733,1438,9673,8593,0,0,0.0,1.0,0.8956617729572526
seven_day_first,588,7,14,12821,11733,1088,9477,8528,1,1,0.0,1.0,0.9155631637438107
weighted_score,588,7,14,13057,11733,1324,9769,8823,0,0,0.0,1.0,0.9048096837670099
reset_aware_weekly_priority,588,7,14,13290,11733,1557,9849,8688,0,0,0.0,1.0,0.8885209737006221
five_hour_first,589,7,19,16509,11760,4749,12050,8307,0,0,0.0,1.0,0.7209815053727766
seven_day_first,589,7,19,16778,11760,5018,12134,8168,0,0,0.0,1.0,0.7089299647793975
weighted_score,589,7,19,16582,11760,4822,11911,8192,0,0,0.0,1.0,0.7183838274220126
reset_aware_weekly_priority,589,7,19,16683,11760,4923,12276,8381,0,0,0.0,1.0,0.7141149920878126
five_hour_first,590,5,17,18496,9209,9287,14731,6930,1291,5,0.0,1.0,0.36671407381104676
seven_day_first,590,5,17,18220,9209,9011,14500,7160,1455,322,0.0,1.0,0.41044766477421946
weighted_score,590,5,17,18211,9209,9002,14581,7086,1487,194,0.0,1.0,0.39504169266283207
reset_aware_weekly_priority,590,5,17,18511,9209,9302,14745,7116,1467,214,0.0,1.0,0.390774044835695
five_hour_first,591,5,9,7823,7134,689,5934,5319,0,0,0.0,1.0,0.9124384495589799
seven_day_first,591,5,9,7970,7134,836,6091,5379,48,48,0.0,1.0,0.8973512105298828
weighted_score,591,5,9,7834,7134,700,6031,5390,39,39,0.0,1.0,0.9108810821562849
reset_aware_weekly_priority,591,5,9,7704,7134,570,5886,5349,22,22,0.0,1.0,0.9254003639238998
five_hour_first,592,4,11,7617,5882,1735,5893,4402,208,2,0.0,1.0,0.6287433195380363
seven_day_first,592,4,11,7730,5882,1848,6004,4451,302,99,0.0,1.0,0.667158967420564
weighted_score,592,4,11,7875,5882,1993,6179,4543,263,48,0.0,1.0,0.6340289298565204
reset_aware_weekly_priority,592,4,11,7791,5882,1909,6123,4488,266,61,0.0,1.0,0.6461235856366438
five_hour_first,593,2,7,5060,3010,2050,3616,2272,0,0,0.0,1.0,0.6234828080730351
seven_day_first,593,2,7,4990,3010,1980,3560,2254,0,0,0.0,1.0,0.6305310058318885
weighted_score,593,2,7,5141,3010,2131,3592,2127,0,0,0.0,1.0,0.6078797482269488
reset_aware_weekly_priority,593,2,7,5191,3010,2181,3715,2235,0,0,0.0,1.0,0.606298586460208
five_hour_first,594,8,19,20160,12834,7326,15396,9475,0,0,0.0,1.0,0.6494798973759417
seven_day_first,594,8,19,19857,12834,7023,15191,9543,804,386,0.0,1.0,0.5814899900700501
weighted_score,594,8,19,19792,12834,6958,15322,9734,461,152,0.0,1.0,0.5621922849561741
reset_aware_weekly_priority,594,8,19,19999,12834,7165,15301,9498,604,170,0.0,1.0,0.5466169392291561
five_hour_first,595,5,18,7865,7865,0,6020,6020,0,0,0.04736755820894743,0.7666978965355746,0.9719330338326627
seven_day_first,595,5,18,7880,7880,0,6044,6044,0,0,0.0028307807803999545,0.7629744229939931,0.9760143642213593
weighted_score,595,5,18,7925,7925,0,6006,6006,0,0,0.014857869063498612,0.7665260367246589,0.975166816766116
reset_aware_weekly_priority,595,5,18,7998,7998,0,6107,6107,0,0,0.025256044447050964,0.772218639561877,0.9746962595114826
five_hour_first,596,5,14,5581,5581,0,4389,4389,0,0,0.09282598196202398,0.6316178896626885,0.9538791907700666
seven_day_first,596,5,14,5546,5546,0,4341,4341,0,0,0.003022870924539141,0.6111006571421486,0.9608077786217609
weighted_score,596,5,14,5455,5455,0,4277,4277,0,0,0.01698159511331275,0.6035626476410505,0.9586581052527738
reset_aware_weekly_priority,596,5,14,5447,5447,0,4255,4255,0,0,0.023472953033228713,0.6014811016555526,0.9578008148622323
five_hour_first,597,6,14,5257,5257,0,3845,3845,0,0,0.05484900242681729,0.5190230926352097,0.9464174090208393
seven_day_first,597,6,14,5139,5139,0,3765,3765,0,0,0.0018076686001816812,0.49264393270474116,0.949083626410456
weighted_score,597,6,14,5064,5064,0,3576,3576,0,0,0.018739217868676352,0.4850887651624316,0.9466349547293755
reset_aware_weekly_priority,597,6,14,5337,5337,0,3894,3894,0,0,0.037365988375164354,0.5079898972970884,0.9470623908921925
five_hour_first,598,6,16,8551,8551,0,6313,6313,0,0,0.10693704245966237,0.755557610198093,0.9648620567738431
seven_day_first,598,6,16,8602,8602,0,6418,6418,0,0,0.005992700782927261,0.7367123893695894,0.9730719688586662
weighted_score,598,6,16,8329,8329,0,6184,6184,0,0,0.04149744301284993,0.7196447172950718,0.9678147274282222
reset_aware_weekly_priority,598,6,16,8610,8610,0,6344,6344,0,0,0.052456941936526315,0.7426755133572334,0.9690218571420708
five_hour_first,599,2,16,15522,4136,11386,12002,2510,815,6,0.0,1.0,0.13990960268629724
seven_day_first,599,2,16,15699,4136,11563,12034,2440,1831,522,0.0,1.0,0.17787261945506583
weighted_score,599,2,16,15961,4136,11825,12337,2485,1167,139,0.0,1.0,0.14961511798232924
reset_aware_weekly_priority,599,2,16,15940,4136,11804,12280,2476,1295,243,0.0,1.0,0.16018500095807503
five_hour_first,600,5,9,8007,7543,464,5929,5511,0,0,0.0,1.0,0.9418102620318538
seven_day_first,600,5,9,7988,7543,445,5991,5594,0,0,0.0,1.0,0.9444374895676848
weighted_score,600,5,9,8317,7543,774,6157,5490,0,0,0.0,1.0,0.9077733234189523
reset_aware_weekly_priority,600,5,9,8168,7543,625,6076,5495,0,0,0.0,1.0,0.9225317864025961
five_hour_first,601,6,13,10228,10228,0,7334,7334,0,0,0.09142864517872902,0.8559173118474704,0.9764488666668741
seven_day_first,601,6,13,10349,10349,0,7353,7353,0,0,0.004514213414350614,0.8636232077811611,0.9859108994366811
weighted_score,601,6,13,10256,10256,0,7279,7279,0,0,0.02863820132580187,0.8546739340584578,0.9826035732732655
reset_aware_weekly_priority,601,6,13,10430,10430,0,7321,7321,0,0,0.041405827444303246,0.8681917575338152,0.9826785930089512
five_hour_first,602,5,18,9266,9193,73,6782,6782,0,0,0.0,1.0,0.994485214763652
seven_day_first,602,5,18,9422,9193,229,6820,6644,0,0,0.0,1.0,0.9765350141398649
weighted_score,602,5,18,9292,9193,99,6795,6745,0,0,0.0,1.0,0.9907023836561601
reset_aware_weekly_priority,602,5,18,9271,9193,78,6650,6618,12,12,0.0,1.0,0.9929076601545932
five_hour_first,603,4,7,5921,5921,0,4502,4502,0,0,0.09625392043127864,0.8464504164293378,0.9750196495998059
seven_day_first,603,4,7,5806,5806,0,4374,4374,0,0,0.00393296116814581,0.8254238667824813,0.9821490905614335
weighted_score,603,4,7,5659,5659,0,4307,4307,0,0,0.021537442463514345,0.8034657368893581,0.9781928294425845
reset_aware_weekly_priority,603,4,7,5973,5973,0,4426,4426,0,0,0.03889119385977324,0.8464680765242393,0.9807576882664466
five_hour_first,604,4,14,7608,7122,486,5983,5540,0,0,0.0,1.0,0.9367731311270472
seven_day_first,604,4,14,7390,7122,268,5742,5522,0,0,0.0,1.0,0.9650357996464104
weighted_score,604,4,14,7313,7122,191,5611,5443,0,0,0.0,1.0,0.9742321926638847
reset_aware_weekly_priority,604,4,14,7626,7122,504,5946,5501,0,0,0.0,1.0,0.9350271576102045
five_hour_first,605,3,5,3165,3165,0,2243,2243,0,0,0.07098628595918388,0.664383612427707,0.9593397326468524
seven_day_first,605,3,5,3062,3062,0,2153,2153,0,0,0.0053804793495215875,0.6237501959704572,0.9618369716620936
weighted_score,605,3,5,3224,3224,0,2358,2358,0,0,0.010624298533876335,0.6586442567617916,0.9648019958227915
reset_aware_weekly_priority,605,3,5,3173,3173,0,2278,2278,0,0,0.012348942923670359,0.6477460398868161,0.9635397096963146
five_hour_first,606,6,16,8376,8376,0,5442,5442,0,0,0.0815942453793215,0.7886198562212408,0.970702561084192
seven_day_first,606,6,16,8308,8308,0,5634,5634,0,0,0.0029154161397517368,0.772265052896679,0.9769349636756928
weighted_score,606,6,16,8417,8417,0,5640,5640,0,0,0.03427920218374294,0.7852865348709713,0.9751007332687228
reset_aware_weekly_priority,606,6,16,8180,8180,0,5486,5486,0,0,0.05018073541830961,0.7642309812603031,0.9714050245841994
five_hour_first,607,4,12,4804,4804,0,3657,3657,0,0,0.03504098864901825,0.625686666979789,0.9590645678330771
seven_day_first,607,4,12,4860,4860,0,3660,3660,0,0,0.002738213967900929,0.6235300533207606,0.962079183935286
weighted_score,607,4,12,4742,4742,0,3533,3533,0,0,0.020751812268790516,0.6082696855169263,0.9587517873248137
reset_aware_weekly_priority,607,4,12,5021,5021,0,3790,3790,0,0,0.034746404043044896,0.6426300248564863,0.9607883620813442
five_hour_first,608,3,14,7735,5492,2243,5216,3570,39,2,0.0,1.0,0.5758140111872969
seven_day_first,608,3,14,7805,5492,2313,5257,3531,109,72,0.0,1.0,0.65955758780827
weighted_score,608,3,14,7774,5492,2282,5280,3563,56,18,0.0,1.0,0.6114371327529773
reset_aware_weekly_priority,608,3,14,7622,5492,2130,5084,3589,78,20,0.0,1.0,0.6193286415572399
five_hour_first,609,4,18,13699,6113,7586,9762,3971,196,3,0.0,1.0,0.3163571338026269
seven_day_first,609,4,18,13398,6113,7285,9425,4193,769,366,0.0,1.0,0.4019950666495665
weighted_score,609,4,18,13605,6113,7492,9769,4171,582,155,0.0,1.0,0.36121323605107053
reset_aware_weekly_priority,609,4,18,13359,6113,7246,9483,4169,709,244,0.0,1.0,0.38184509709107317
five_hour_first,610,6,7,5728,5728,0,4322,4322,0,0,0.06590483069934103,0.5360569232213268,0.9470152092521985
seven_day_first,610,6,7,5840,5840,0,4528,4528,0,0,0.001662174285326263,0.539194951615983,0.9537532777330657
weighted_score,610,6,7,5787,5787,0,4412,4412,0,0,0.03247889550845741,0.5380630940663866,0.9505584198557929
reset_aware_weekly_priority,610,6,7,5753,5753,0,4365,4365,0,0,0.05734190685823059,0.5368528073623632,0.9479510900504133
five_hour_first,611,2,17,4578,2615,1963,3192,1737,202,0,0.0,1.0,0.43589032788393006
seven_day_first,611,2,17,4561,2615,1946,3070,1732,190,10,0.0,1.0,0.4502745081220477
weighted_score,611,2,17,4751,2615,2136,3101,1669,192,7,0.0,1.0,0.42530942781585523
reset_aware_weekly_priority,611,2,17,4788,2615,2173,3149,1699,209,10,0.0,1.0,0.4243710652006518
five_hour_first,612,6,13,9367,9367,0,6790,6790,0,0,0.05302159027147169,0.9699032842373945,0.9916881693965923
seven_day_first,612,6,13,8996,8996,0,6544,6544,109,109,0.004712081277633209,0.91931304283246,0.9914600961554827
weighted_score,612,6,13,9182,9182,0,6885,6885,50,50,0.032206738273370006,0.9395712704998439,0.9907364532226474
reset_aware_weekly_priority,612,6,13,9175,9175,0,6639,6639,41,41,0.04431489003521818,0.9341143424081001,0.9889799452372882
five_hour_first,613,8,9,8404,8404,0,6517,6517,0,0,0.0404786492506114,0.6062819274564566,0.9565803278205846
seven_day_first,613,8,9,8740,8740,0,6633,6633,0,0,0.001031587130173795,0.6222419695860099,0.9621210382455836
weighted_score,613,8,9,8638,8638,0,6600,6600,0,0,0.02595592792759092,0.618761237981529,0.9592805310053938
reset_aware_weekly_priority,613,8,9,8678,8678,0,6666,6666,0,0,0.04524107347514189,0.6223746310655314,0.9577133557590389
five_hour_first,614,3,7,4279,4279,0,3272,3272,0,0,0.07364377801354495,0.7831626967823991,0.9709518918768855
seven_day_first,614,3,7,4339,4339,0,3323,3323,0,0,0.003937882460433854,0.8043327055255146,0.9800394823065081
weighted_score,614,3,7,4303,4303,0,3408,3408,0,0,0.013516731398292122,0.7964872975382083,0.9782970566139917
reset_aware_weekly_priority,614,3,7,4215,4215,0,3183,3183,0,0,0.0022024459248215582,0.7815738213053568,0.9779371375380536
five_hour_first,615,8,14,10911,10911,0,8219,8219,0,0,0.03987664281835257,0.9704381240103535,0.9930561481192001
seven_day_first,615,8,14,11206,11206,0,8474,8474,0,0,0.0021097784423379376,0.9975479209604385,0.9995438142518102
weighted_score,615,8,14,10976,10976,0,8249,8249,0,0,0.022643680955729103,0.9781267896072946,0.9955483108651565
reset_aware_weekly_priority,615,8,14,11013,11013,0,8196,8196,0,0,0.023381305029684978,0.9810755912491611,0.9957694286219476
five_hour_first,616,8,16,5824,5824,0,4242,4242,0,0,0.06697991074896811,0.47650316935121434,0.9409523258602247
seven_day_first,616,8,16,5921,5921,0,4394,4394,0,0,0.002371665349378852,0.47078085290059296,0.9468409187551214
weighted_score,616,8,16,5859,5859,0,4278,4278,0,0,0.022806992913241654,0.46346049504735093,0.944065350213411
reset_aware_weekly_priority,616,8,16,5809,5809,0,4315,4315,0,0,0.04700034160369941,0.4542195838899911,0.9407219242286292
five_hour_first,617,8,12,5150,5150,0,3533,3533,0,0,0.04117270074130066,0.3942628813498003,0.93530901806085
seven_day_first,617,8,12,5200,5200,0,3503,3503,0,0,0.0019977789588616684,0.3978459361714393,0.9395848157212577
weighted_score,617,8,12,5131,5131,0,3495,3495,0,0,0.02298348800438654,0.3934182915156784,0.9370434803511292
reset_aware_weekly_priority,617,8,12,5278,5278,0,3687,3687,0,0,0.040407645803156006,0.4055363667075604,0.9365128720904405
five_hour_first,618,6,18,17638,11731,5907,12756,8651,0,0,0.0,1.0,0.6851163224225354
seven_day_first,618,6,18,17476,11731,5745,12557,8881,0,0,0.0,1.0,0.696698142303096
weighted_score,618,6,18,16894,11731,5163,12064,8677,0,0,0.0,1.0,0.715883815087145
reset_aware_weekly_priority,618,6,18,17306,11731,5575,12423,8916,0,0,0.0,1.0,0.7039254329494138
five_hour_first,619,7,18,5234,5234,0,3522,3522,0,0,0.047991443583055626,0.44456908903191744,0.9396577645448863
seven_day_first,619,7,18,4897,4897,0,3295,3295,0,0,0.0027626556702091626,0.4098999384878867,0.9407137282817678
weighted_score,619,7,18,5271,5271,0,3560,3560,0,0,0.019205560976705158,0.44164116958085575,0.942243560860415
reset_aware_weekly_priority,619,7,18,5017,5017,0,3489,3489,0,0,0.0319607244361934,0.4196326541311226,0.938767192969493
five_hour_first,620,7,17,9403,9403,0,7002,7002,0,0,0.07330084761156044,0.8136616748750761,0.9740360827263516
seven_day_first,620,7,17,9580,9580,0,7378,7378,0,0,0.00373543156637143,0.8271642437568845,0.9823428812190513
weighted_score,620,7,17,9559,9559,0,7228,7228,0,0,0.030912747900447686,0.8258966696722558,0.9794983921771808
reset_aware_weekly_priority,620,7,17,9344,9344,0,7065,7065,0,0,0.04213137353048684,0.8074210326402572,0.976528965910977
five_hour_first,621,3,5,1622,1622,0,1182,1182,0,0,0.054330082521580135,0.2937379104896965,0.9239407827968117
seven_day_first,621,3,5,1670,1670,0,1210,1210,0,0,0.002654668071525287,0.2939485962719511,0.9291293928200426
weighted_score,621,3,5,1758,1758,0,1311,1311,0,0,0.025814627555234115,0.30493915334700034,0.9279124525791766
reset_aware_weekly_priority,621,3,5,1573,1573,0,1169,1169,0,0,0.05213787269949293,0.26769742749164843,0.9215559554792156
five_hour_first,622,4,11,11811,7182,4629,9100,5291,0,0,0.0,1.0,0.6210111941652454
seven_day_first,622,4,11,11707,7182,4525,9221,5484,0,0,0.0,1.0,0.628117736034453
weighted_score,622,4,11,11755,7182,4573,8986,5202,0,0,0.0,1.0,0.6224069654928035
reset_aware_weekly_priority,622,4,11,11680,7182,4498,8954,5292,0,0,0.0,1.0,0.6281832754015194
five_hour_first,623,7,17,15469,12702,2767,11689,9538,3,3,0.0,1.0,0.8287834954209345
seven_day_first,623,7,17,15250,12702,2548,11460,9499,33,33,0.0,1.0,0.8402633908391268
