policy,trial_id,scenario_mode,reset_pattern,account_count,user_count,total_demand,served_demand,denied_demand,peak_total_demand,peak_served_demand,migrated_requests,migration_successes,weekly_drift,mean_seven_day_utilization,objective_score
seven_day_first,89,focused,staggered_reset,2,11,16381,4560,11821,13505,3173,1167,332,0.0,1.0,0.19627092514190062
weighted_score,89,focused,staggered_reset,2,11,16464,4560,11904,13352,3101,795,138,0.0,1.0,0.17797774942189135
reset_aware_weekly_priority,89,focused,staggered_reset,2,11,16436,4560,11876,13291,3093,788,154,0.0,1.0,0.18170102390029674
reset_stagger_pressure,89,focused,staggered_reset,2,11,16247,4560,11687,13303,3207,717,116,0.0,1.0,0.18100318301589746
five_hour_first,90,focused,staggered_reset,3,16,25218,4304,20914,19998,2635,1479,9,0.0,1.0,0.053323792668425685
seven_day_first,90,focused,staggered_reset,3,16,25276,4304,20972,20037,2579,2509,621,0.0,1.0,0.08850039123991288
weighted_score,90,focused,staggered_reset,3,16,26173,4304,21869,20760,2609,1685,209,0.0,1.0,0.06513492693914655
reset_aware_weekly_priority,90,focused,staggered_reset,3,16,25626,4304,21322,20393,2609,1858,208,0.0,1.0,0.06634435875699998
reset_stagger_pressure,90,focused,staggered_reset,3,16,25444,4304,21140,20007,2649,1790,240,0.0,1.0,0.07162170170344062
five_hour_first,91,focused,same_reset,3,18,32000,3944,28056,24149,2201,2004,13,0.0,1.0,0.010033676485283582
seven_day_first,91,focused,same_reset,3,18,32556,3944,28612,24188,2202,2759,628,0.0,1.0,0.04170359748669819
weighted_score,91,focused,same_reset,3,18,32154,3944,28210,24066,2165,2137,195,0.0,1.0,0.022039437581723498
reset_aware_weekly_priority,91,focused,same_reset,3,18,32222,3944,28278,24035,2189,2136,257,0.0,1.0,0.026497222428151113
reset_stagger_pressure,91,focused,same_reset,3,18,31817,3944,27873,23752,2227,2030,114,0.0,1.0,0.018634999608693886
five_hour_first,92,focused,same_reset,2,19,48871,3929,44942,38113,2209,8038,7,0.0,1.0,-0.029102835332299626
seven_day_first,92,focused,same_reset,2,19,49230,3929,45301,38343,2205,9459,408,0.0,1.0,-0.02328682046782421
weighted_score,92,focused,same_reset,2,19,48538,3929,44609,37868,2201,8309,164,0.0,1.0,-0.025845795679465017
reset_aware_weekly_priority,92,focused,same_reset,2,19,49599,3929,45670,38705,2204,8919,327,0.0,1.0,-0.02481390297238989
reset_stagger_pressure,92,focused,same_reset,2,19,48998,3929,45069,38433,2206,8660,187,0.0,1.0,-0.026280460054322996
five_hour_first,93,focused,staggered_reset,2,16,41662,3227,38435,34712,1761,3036,7,0.0,1.0,-0.032751543738569755
seven_day_first,93,focused,staggered_reset,2,16,41942,3227,38715,34596,1791,3544,387,0.0,1.0,-0.016820247237789188
weighted_score,93,focused,staggered_reset,2,16,42029,3227,38802,34852,1744,3234,167,0.0,1.0,-0.02599790908561972
reset_aware_weekly_priority,93,focused,staggered_reset,2,16,42925,3227,39698,35673,1750,3419,316,0.0,1.0,-0.02124777498643149
reset_stagger_pressure,93,focused,staggered_reset,2,16,41404,3227,38177,34119,1753,3838,447,0.0,1.0,-0.015127683589360036
five_hour_first,94,focused,same_reset,3,23,46022,6351,39671,35137,3786,6300,8,0.0,1.0,0.023727345024935842
seven_day_first,94,focused,same_reset,3,23,45358,6351,39007,34784,3750,7148,820,0.0,1.0,0.04217323828426486
weighted_score,94,focused,same_reset,3,23,44827,6351,38476,34134,3774,6387,349,0.0,1.0,0.03501200259712273
reset_aware_weekly_priority,94,focused,same_reset,3,23,45328,6351,38977,34233,3732,6502,451,0.0,1.0,0.03573734497740419
reset_stagger_pressure,94,focused,same_reset,3,23,46046,6351,39695,34937,3751,7016,637,0.0,1.0,0.03700914547360473
five_hour_first,95,focused,same_reset,3,17,24043,3423,20620,18856,2181,2906,2,0.0,1.0,0.028678704322107895
seven_day_first,95,focused,same_reset,3,17,23673,3423,20250,18572,2250,3472,443,0.0,1.0,0.0506429303451664
weighted_score,95,focused,same_reset,3,17,23762,3423,20339,18481,2162,2931,131,0.0,1.0,0.03678792102165168
reset_aware_weekly_priority,95,focused,same_reset,3,17,23192,3423,19769,18160,2161,3016,216,0.0,1.0,0.04380795346072339
reset_stagger_pressure,95,focused,same_reset,3,17,23656,3423,20233,18408,2135,3246,349,0.0,1.0,0.0464124004980912
five_hour_first,96,focused,same_reset,3,24,55952,3806,52146,44165,2175,5408,2,0.0,1.0,-0.0400169277223531
seven_day_first,96,focused,same_reset,3,24,56291,3806,52485,44050,2182,7139,332,0.0,1.0,-0.033311520217187446
weighted_score,96,focused,same_reset,3,24,55227,3806,51421,43254,2183,5451,159,0.0,1.0,-0.034766429174437535
reset_aware_weekly_priority,96,focused,same_reset,3,24,55804,3806,51998,43445,2169,5534,168,0.0,1.0,-0.0352229362334468
reset_stagger_pressure,96,focused,same_reset,3,24,55330,3806,51524,43434,2179,6507,210,0.0,1.0,-0.034465948260954365
five_hour_first,97,focused,staggered_reset,2,17,24231,2896,21335,18059,1769,2490,0,0.0,1.0,0.00815059981963065
seven_day_first,97,focused,staggered_reset,2,17,25083,2896,22187,18971,1771,2743,188,0.0,1.0,0.014438646336131539
weighted_score,97,focused,staggered_reset,2,17,25058,2896,22162,19041,1796,2643,128,0.0,1.0,0.011745477759794037
reset_aware_weekly_priority,97,focused,staggered_reset,2,17,24731,2896,21835,18620,1763,2739,148,0.0,1.0,0.013745929136843249
reset_stagger_pressure,97,focused,staggered_reset,2,17,25025,2896,22129,18812,1744,2721,79,0.0,1.0,0.008538705271162739
five_hour_first,98,focused,same_reset,2,12,22456,4157,18299,15490,2347,3153,0,0.0,1.0,0.06746157121721197
seven_day_first,98,focused,same_reset,2,12,22005,4157,17848,15327,2373,3393,279,0.0,1.0,0.08327854994162079
weighted_score,98,focused,same_reset,2,12,22540,4157,18383,15602,2370,3355,163,0.0,1.0,0.07436290980994573
reset_aware_weekly_priority,98,focused,same_reset,2,12,22219,4157,18062,15302,2350,3375,206,0.0,1.0,0.07851371943612259
reset_stagger_pressure,98,focused,same_reset,2,12,22320,4157,18163,15364,2328,3663,433,0.0,1.0,0.08598399174934393
five_hour_first,99,focused,same_reset,3,15,30382,6212,24170,22422,3459,1397,14,0.0,1.0,0.0831944718543178
seven_day_first,99,focused,same_reset,3,15,30176,6212,23964,22220,3521,4820,1065,0.0,1.0,0.11685963758258752
weighted_score,99,focused,same_reset,3,15,30527,6212,24315,22469,3481,1806,436,0.0,1.0,0.11738815875516823
reset_aware_weekly_priority,99,focused,same_reset,3,15,30843,6212,24631,22721,3450,1979,498,0.0,1.0,0.11669180211537508
reset_stagger_pressure,99,focused,same_reset,3,15,30807,6212,24595,22485,3409,1675,432,0.0,1.0,0.11773935233535812
five_hour_first,100,focused,staggered_reset,2,17,36611,3855,32756,26251,2344,6013,3,0.0,1.0,-0.003894847310547317
seven_day_first,100,focused,staggered_reset,2,17,37115,3855,33260,26742,2344,6707,385,0.0,1.0,0.003229955459231909
weighted_score,100,focused,staggered_reset,2,17,37609,3855,33754,27085,2344,6241,163,0.0,1.0,-0.002695324466604726
reset_aware_weekly_priority,100,focused,staggered_reset,2,17,37408,3855,33553,27014,2344,6036,134,0.0,1.0,-0.002840548307702001
reset_stagger_pressure,100,focused,staggered_reset,2,17,37130,3855,33275,26989,2344,6404,338,0.0,1.0,0.002306557005776616
five_hour_first,101,focused,same_reset,3,26,57787,5467,52320,41545,2924,5074,6,0.0,1.0,-0.01600300935737453
seven_day_first,101,focused,same_reset,3,26,57215,5467,51748,41274,2999,6270,593,0.0,1.0,-0.0007619023518871115
weighted_score,101,focused,same_reset,3,26,58271,5467,52804,41867,2956,5512,280,0.0,1.0,-0.009054950347612112
reset_aware_weekly_priority,101,focused,same_reset,3,26,57587,5467,52120,41251,2974,5883,323,0.0,1.0,-0.007286365969206732
reset_stagger_pressure,101,focused,same_reset,3,26,57528,5467,52061,41495,2911,5502,481,0.0,1.0,-0.002825939976863895
five_hour_first,102,focused,same_reset,2,13,32511,3418,29093,24679,1979,3174,6,0.0,1.0,-0.006075484445386525
seven_day_first,102,focused,same_reset,2,13,32747,3418,29329,25012,1982,4140,455,0.0,1.0,0.00935917957083851
weighted_score,102,focused,same_reset,2,13,32326,3418,28908,24530,1954,3243,183,0.0,1.0,0.0023935003602282012
reset_aware_weekly_priority,102,focused,same_reset,2,13,32755,3418,29337,25024,1964,3654,334,0.0,1.0,0.006377501914734185
reset_stagger_pressure,102,focused,same_reset,2,13,32607,3418,29189,24817,1944,3318,145,0.0,1.0,-0.0004846139055035281
five_hour_first,103,focused,same_reset,2,15,31995,3571,28424,23574,2039,2902,4,0.0,1.0,-4.2014903851528285e-05
seven_day_first,103,focused,same_reset,2,15,31803,3571,28232,23484,2069,3527,413,0.0,1.0,0.01818964007603882
weighted_score,103,focused,same_reset,2,15,31475,3571,27904,23271,2061,3092,180,0.0,1.0,0.01029209007641757
reset_aware_weekly_priority,103,focused,same_reset,2,15,32245,3571,28674,23769,2056,3308,254,0.0,1.0,0.010664435120605359
reset_stagger_pressure,103,focused,same_reset,2,15,32384,3571,28813,24002,2020,3544,469,0.0,1.0,0.018079717574622012
five_hour_first,104,focused,staggered_reset,3,30,51382,4409,46973,39670,2401,3893,8,0.0,1.0,-0.024494891218012016
seven_day_first,104,focused,staggered_reset,3,30,52308,4409,47899,40402,2384,5340,593,0.0,1.0,-0.00958850462166369
weighted_score,104,focused,staggered_reset,3,30,51584,4409,47175,39602,2394,4442,253,0.0,1.0,-0.01651311039802289
reset_aware_weekly_priority,104,focused,staggered_reset,3,30,52726,4409,48317,40713,2349,4412,287,0.0,1.0,-0.01728369192088744
reset_stagger_pressure,104,focused,staggered_reset,3,30,52123,4409,47714,39910,2374,4414,461,0.0,1.0,-0.010251113568256115
five_hour_first,105,focused,staggered_reset,3,25,56128,4782,51346,43832,2629,4077,14,0.0,1.0,-0.02485147967659576
seven_day_first,105,focused,staggered_reset,3,25,55427,4782,50645,43453,2645,6659,685,0.0,1.0,-0.008959214513241248
weighted_score,105,focused,staggered_reset,3,25,56149,4782,51367,43786,2627,4294,283,0.0,1.0,-0.015498648397635983
reset_aware_weekly_priority,105,focused,staggered_reset,3,25,56545,4782,51763,43867,2636,4277,151,0.0,1.0,-0.020482681581706796
reset_stagger_pressure,105,focused,staggered_reset,3,25,55782,4782,51000,43348,2627,4333,355,0.0,1.0,-0.012551346874828645
five_hour_first,106,focused,same_reset,2,11,19290,3553,15737,15154,2354,891,3,0.0,1.0,0.0682717707909174
seven_day_first,106,focused,same_reset,2,11,19518,3553,15965,15052,2191,1077,191,0.0,1.0,0.09041814997302675
weighted_score,106,focused,same_reset,2,11,19128,3553,15575,14844,2300,1000,52,0.0,1.0,0.0765602382215442
reset_aware_weekly_priority,106,focused,same_reset,2,11,19489,3553,15936,14979,2219,1094,74,0.0,1.0,0.07479701289251917
reset_stagger_pressure,106,focused,same_reset,2,11,18830,3553,15277,14659,2316,1197,154,0.0,1.0,0.09087794936759397
five_hour_first,107,focused,staggered_reset,2,11,23259,3624,19635,18587,2265,1189,8,0.0,1.0,0.04054155024802791
seven_day_first,107,focused,staggered_reset,2,11,23092,3624,19468,18414,2280,2063,484,0.0,1.0,0.07600240437376901
weighted_score,107,focused,staggered_reset,2,11,23079,3624,19455,18567,2319,1520,169,0.0,1.0,0.057820492544372104
reset_aware_weekly_priority,107,focused,staggered_reset,2,11,23009,3624,19385,18583,2347,1549,161,0.0,1.0,0.05741777095839273
reset_stagger_pressure,107,focused,staggered_reset,2,11,23102,3624,19478,18629,2329,1349,266,0.0,1.0,0.0706411718386091
five_hour_first,108,focused,same_reset,3,18,51053,5810,45243,38167,3461,9863,12,0.0,1.0,0.0025149196533978957
seven_day_first,108,focused,same_reset,3,18,50780,5810,44970,38253,3458,10905,768,0.0,1.0,0.01325408300779049
weighted_score,108,focused,same_reset,3,18,50060,5810,44250,37576,3460,9941,345,0.0,1.0,0.00946823547421835
reset_aware_weekly_priority,108,focused,same_reset,3,18,51379,5810,45569,38486,3477,10729,448,0.0,1.0,0.008006387451956504
reset_stagger_pressure,108,focused,same_reset,3,18,50678,5810,44868,37852,3463,10564,507,0.0,1.0,0.010322738505498918
five_hour_first,109,focused,staggered_reset,3,26,73396,5839,67557,54470,3378,12718,6,0.0,1.0,-0.028736966140033293
seven_day_first,109,focused,staggered_reset,3,26,75192,5839,69353,55717,3392,15346,703,0.0,1.0,-0.02355055479516105
weighted_score,109,focused,staggered_reset,3,26,73938,5839,68099,54904,3389,13078,337,0.0,1.0,-0.02542315013603541
reset_aware_weekly_priority,109,focused,staggered_reset,3,26,74136,5839,68297,55435,3369,13357,399,0.0,1.0,-0.025193274320354953
reset_stagger_pressure,109,focused,staggered_reset,3,26,74768,5839,68929,55375,3382,13245,501,0.0,1.0,-0.02439110295213781
five_hour_first,110,focused,same_reset,2,12,36121,3421,32700,29157,1899,2895,7,0.0,1.0,-0.01705815218561199
seven_day_first,110,focused,same_reset,2,12,36408,3421,32987,29249,1891,4834,505,0.0,1.0,-0.0023927961662529307
weighted_score,110,focused,same_reset,2,12,35530,3421,32109,28443,1841,3423,254,0.0,1.0,-0.005288546212264905
reset_aware_weekly_priority,110,focused,same_reset,2,12,36073,3421,32652,29028,1918,3315,334,0.0,1.0,-0.0019835132388001386
reset_stagger_pressure,110,focused,same_reset,2,12,36325,3421,32904,29167,1847,3009,87,0.0,1.0,-0.013907468761241465
five_hour_first,111,focused,same_reset,2,20,60221,3763,56458,49720,2203,5295,0,0.0,1.0,-0.045182413004163535
seven_day_first,111,focused,same_reset,2,20,60365,3763,56602,49486,2203,6359,247,0.0,1.0,-0.03940798882754301
weighted_score,111,focused,same_reset,2,20,59993,3763,56230,49315,2203,5325,68,0.0,1.0,-0.04300971629463107
reset_aware_weekly_priority,111,focused,same_reset,2,20,59909,3763,56146,49221,2203,5431,132,0.0,1.0,-0.04119658080858854
reset_stagger_pressure,111,focused,same_reset,2,20,59461,3763,55698,48745,2203,5793,284,0.0,1.0,-0.037048077563381465
five_hour_first,112,focused,staggered_reset,2,20,46019,3142,42877,33610,1695,4091,2,0.0,1.0,-0.039525510724893825
seven_day_first,112,focused,staggered_reset,2,20,46923,3142,43781,34323,1711,5725,294,0.0,1.0,-0.03296191866463058
weighted_score,112,focused,staggered_reset,2,20,45857,3142,42715,33630,1671,4161,129,0.0,1.0,-0.0349655876822742
reset_aware_weekly_priority,112,focused,staggered_reset,2,20,47101,3142,43959,34559,1701,4613,125,0.0,1.0,-0.03693495715950687
reset_stagger_pressure,112,focused,staggered_reset,2,20,46456,3142,43314,34050,1696,4416,279,0.0,1.0,-0.030727098668657082
five_hour_first,113,focused,staggered_reset,3,22,29556,4989,24567,23341,2923,1906,7,0.0,1.0,0.05001721178247631
seven_day_first,113,focused,staggered_reset,3,22,29364,4989,24375,23140,2941,2878,769,0.0,1.0,0.09078524555475345
weighted_score,113,focused,staggered_reset,3,22,29146,4989,24157,22971,2971,2008,257,0.0,1.0,0.0713533563682757
reset_aware_weekly_priority,113,focused,staggered_reset,3,22,29151,4989,24162,22964,2963,2259,446,0.0,1.0,0.08167223471391258
reset_stagger_pressure,113,focused,staggered_reset,3,22,29786,4989,24797,23587,3013,2175,279,0.0,1.0,0.06842270083461627
five_hour_first,114,focused,same_reset,3,24,49279,4338,44941,39400,2435,4449,14,0.0,1.0,-0.022456907603174342
seven_day_first,114,focused,same_reset,3,24,48911,4338,44573,38994,2375,7547,797,0.0,1.0,-0.006848373300066296
weighted_score,114,focused,same_reset,3,24,49802,4338,45464,39707,2386,4770,267,0.0,1.0,-0.015607778597297117
reset_aware_weekly_priority,114,focused,same_reset,3,24,48870,4338,44532,39163,2388,4932,400,0.0,1.0,-0.010454289664494049
reset_stagger_pressure,114,focused,same_reset,3,24,49049,4338,44711,39163,2431,5864,398,0.0,1.0,-0.012391242894081972
five_hour_first,115,focused,staggered_reset,3,28,49908,5232,44676,40072,3098,4882,16,0.0,1.0,-0.006797663310110613
seven_day_first,115,focused,staggered_reset,3,28,49773,5232,44541,40182,3098,6466,911,0.0,1.0,0.013990484248469659
weighted_score,115,focused,staggered_reset,3,28,49799,5232,44567,39923,3098,5403,334,0.0,1.0,0.0022161164744893547
reset_aware_weekly_priority,115,focused,staggered_reset,3,28,50017,5232,44785,40039,3098,5372,375,0.0,1.0,0.003037704631751764
reset_stagger_pressure,115,focused,staggered_reset,3,28,49568,5232,44336,39807,3098,5161,189,0.0,1.0,-0.001164123184212884
five_hour_first,116,focused,staggered_reset,3,28,55285,4544,50741,43804,2539,4440,15,0.0,1.0,-0.027467963990923022
seven_day_first,116,focused,staggered_reset,3,28,54852,4544,50308,43508,2513,6874,814,0.0,1.0,-0.009808773444187735
weighted_score,116,focused,staggered_reset,3,28,55512,4544,50968,43706,2512,4923,358,0.0,1.0,-0.01742395783588449
reset_aware_weekly_priority,116,focused,staggered_reset,3,28,55280,4544,50736,43716,2512,5819,690,0.0,1.0,-0.010308191619172319
reset_stagger_pressure,116,focused,staggered_reset,3,28,54744,4544,50200,43299,2525,5374,444,0.0,1.0,-0.01492496689261491
five_hour_first,117,focused,same_reset,2,13,36657,3537,33120,29735,2072,4122,7,0.0,1.0,-0.014782369036565463
seven_day_first,117,focused,same_reset,2,13,36856,3537,33319,29782,2086,6215,395,0.0,1.0,-0.005778371750776529
weighted_score,117,focused,same_reset,2,13,36904,3537,33367,29781,2060,4180,119,0.0,1.0,-0.01134647188390664
reset_aware_weekly_priority,117,focused,same_reset,2,13,36798,3537,33261,29693,2079,4165,70,0.0,1.0,-0.012691318026247789
reset_stagger_pressure,117,focused,same_reset,2,13,36600,3537,33063,29433,2081,4939,121,0.0,1.0,-0.011001887937175908
five_hour_first,118,focused,same_reset,3,18,36140,4500,31640,28897,2613,3200,7,0.0,1.0,0.010095318286293509
seven_day_first,118,focused,same_reset,3,18,36733,4500,32233,29546,2617,5398,777,0.0,1.0,0.02948872168430411
weighted_score,118,focused,same_reset,3,18,36296,4500,31796,29139,2603,3952,339,0.0,1.0,0.0219859382300297
reset_aware_weekly_priority,118,focused,same_reset,3,18,36792,4500,32292,29528,2662,4304,557,0.0,1.0,0.027566543177597796
reset_stagger_pressure,118,focused,same_reset,3,18,36630,4500,32130,29264,2582,3984,629,0.0,1.0,0.0317351333907924
five_hour_first,119,focused,same_reset,3,29,88010,4855,83155,71625,2711,12290,7,0.0,1.0,-0.051837156380168836
seven_day_first,119,focused,same_reset,3,29,88449,4855,83594,71903,2683,16848,597,0.0,1.0,-0.046933017053293585
weighted_score,119,focused,same_reset,3,29,88712,4855,83857,71934,2692,12823,311,0.0,1.0,-0.04869684677250269
reset_aware_weekly_priority,119,focused,same_reset,3,29,87898,4855,83043,71480,2688,14592,373,0.0,1.0,-0.048100342695862164
reset_stagger_pressure,119,focused,same_reset,3,29,88555,4855,83700,72243,2695,14472,334,0.0,1.0,-0.04883469987505634
five_hour_first,120,focused,staggered_reset,3,22,48512,7049,41463,37045,4115,4241,20,0.0,1.0,0.03019063795694782
seven_day_first,120,focused,staggered_reset,3,22,48580,7049,41531,37182,4186,7157,929,0.0,1.0,0.0491863928418621
weighted_score,120,focused,staggered_reset,3,22,48541,7049,41492,37466,4155,4490,284,0.0,1.0,0.03886509954727366
reset_aware_weekly_priority,120,focused,staggered_reset,3,22,47381,7049,40332,36341,4164,4633,181,0.0,1.0,0.03864636590247636
reset_stagger_pressure,120,focused,staggered_reset,3,22,48664,7049,41615,37340,4205,4313,135,0.0,1.0,0.03424384448706838
five_hour_first,121,focused,same_reset,3,27,43093,5233,37860,34061,3115,3254,11,0.0,1.0,0.00837498546998719
seven_day_first,121,focused,same_reset,3,27,42595,5233,37362,34107,3142,4385,605,0.0,1.0,0.02972437259110955
weighted_score,121,focused,same_reset,3,27,43413,5233,38180,34682,3130,3839,270,0.0,1.0,0.017489709580699286
reset_aware_weekly_priority,121,focused,same_reset,3,27,43548,5233,38315,34268,3040,3820,357,0.0,1.0,0.020312827302863073
reset_stagger_pressure,121,focused,same_reset,3,27,43257,5233,38024,34391,3080,4011,476,0.0,1.0,0.02487287374912439
five_hour_first,122,focused,same_reset,3,15,42108,5312,36796,30993,2959,3225,11,0.0,1.0,0.012686180840389444
seven_day_first,122,focused,same_reset,3,15,42286,5312,36974,31014,2958,7151,769,0.0,1.0,0.027909222505983794
weighted_score,122,focused,same_reset,3,15,42368,5312,37056,31408,2936,3484,315,0.0,1.0,0.024696190235412308
reset_aware_weekly_priority,122,focused,same_reset,3,15,41697,5312,36385,30587,2967,4055,549,0.0,1.0,0.033735439360912445
reset_stagger_pressure,122,focused,same_reset,3,15,41420,5312,36108,30729,2927,3740,377,0.0,1.0,0.028706387861305555
five_hour_first,123,focused,same_reset,3,15,44742,4931,39811,37089,2936,3934,7,0.0,1.0,-0.002796109292068305
seven_day_first,123,focused,same_reset,3,15,45814,4931,40883,37953,2957,4618,589,0.0,1.0,0.01395129599141498
weighted_score,123,focused,same_reset,3,15,45018,4931,40087,37219,3062,4101,152,0.0,1.0,0.002800846647239452
reset_aware_weekly_priority,123,focused,same_reset,3,15,45449,4931,40518,37760,3044,4119,152,0.0,1.0,0.0016355912958985752
reset_stagger_pressure,123,focused,same_reset,3,15,44841,4931,39910,37213,2989,4118,236,0.0,1.0,0.005653182110483573
five_hour_first,124,focused,staggered_reset,3,27,39176,5526,33650,30644,3304,6069,10,0.0,1.0,0.02594088723078658
seven_day_first,124,focused,staggered_reset,3,27,38802,5526,33276,30335,3295,7094,835,0.0,1.0,0.044501604394481864
weighted_score,124,focused,staggered_reset,3,27,38617,5526,33091,30118,3285,6181,296,0.0,1.0,0.03461937018685313
reset_aware_weekly_priority,124,focused,staggered_reset,3,27,38858,5526,33332,30241,3279,6327,378,0.0,1.0,0.035615900504022774
reset_stagger_pressure,124,focused,staggered_reset,3,27,38886,5526,33360,30439,3289,6306,244,0.0,1.0,0.03229242827287057
five_hour_first,125,focused,staggered_reset,3,20,56266,4752,51514,44228,2857,5029,8,0.0,1.0,-0.024492928141952613
seven_day_first,125,focused,staggered_reset,3,20,55952,4752,51200,44089,2857,6126,361,0.0,1.0,-0.015509482885031234
weighted_score,125,focused,staggered_reset,3,20,56181,4752,51429,43809,2857,5064,89,0.0,1.0,-0.021851387279378603
reset_aware_weekly_priority,125,focused,staggered_reset,3,20,56491,4752,51739,44318,2859,5135,59,0.0,1.0,-0.023265059129976284
reset_stagger_pressure,125,focused,staggered_reset,3,20,55697,4752,50945,43742,2857,5203,235,0.0,1.0,-0.017173217485648068
five_hour_first,126,focused,same_reset,3,21,62865,5848,57017,48901,3466,4514,9,0.0,1.0,-0.01686414151815524
seven_day_first,126,focused,same_reset,3,21,63408,5848,57560,48906,3454,6053,749,0.0,1.0,0.000777041410622098
weighted_score,126,focused,same_reset,3,21,62417,5848,56569,48324,3522,4810,383,0.0,1.0,-0.00425067670834009
reset_aware_weekly_priority,126,focused,same_reset,3,21,62933,5848,57085,48466,3492,5284,522,0.0,1.0,-0.0021220984382831765
reset_stagger_pressure,126,focused,same_reset,3,21,62730,5848,56882,48757,3470,4906,477,0.0,1.0,-0.0023660477913284572
five_hour_first,127,focused,staggered_reset,3,17,30746,4604,26142,21550,2704,2154,10,0.0,1.0,0.036885427547944466
seven_day_first,127,focused,staggered_reset,3,17,30978,4604,26374,21575,2712,3457,605,0.0,1.0,0.06171146717326295
weighted_score,127,focused,staggered_reset,3,17,30653,4604,26049,21711,2791,2247,221,0.0,1.0,0.052029250086632395
reset_aware_weekly_priority,127,focused,staggered_reset,3,17,30858,4604,26254,21716,2682,2482,263,0.0,1.0,0.05120998336424759
reset_stagger_pressure,127,focused,staggered_reset,3,17,30790,4604,26186,21581,2737,2264,129,0.0,1.0,0.04492329769588779
five_hour_first,128,focused,same_reset,3,15,45938,5183,40755,36230,2986,3340,16,0.0,1.0,0.00030122229927762034
seven_day_first,128,focused,same_reset,3,15,45430,5183,40247,36152,2963,5100,895,0.0,1.0,0.02667473060610559
weighted_score,128,focused,same_reset,3,15,44919,5183,39736,35580,3010,3705,368,0.0,1.0,0.016818137767280417
reset_aware_weekly_priority,128,focused,same_reset,3,15,45907,5183,40724,36177,3002,4085,598,0.0,1.0,0.021735129447010115
reset_stagger_pressure,128,focused,same_reset,3,15,45186,5183,40003,35685,2996,3502,226,0.0,1.0,0.0109619624005248
five_hour_first,129,focused,staggered_reset,3,15,35821,3075,32746,27484,1675,5173,4,0.0,1.0,-0.024557426019962275
seven_day_first,129,focused,staggered_reset,3,15,35860,3075,32785,27714,1680,5324,315,0.0,1.0,-0.015945200902303447
weighted_score,129,focused,staggered_reset,3,15,35793,3075,32718,27750,1702,5132,173,0.0,1.0,-0.019472701438049245
reset_aware_weekly_priority,129,focused,staggered_reset,3,15,35891,3075,32816,28046,1689,5256,175,0.0,1.0,-0.01997683250994481
reset_stagger_pressure,129,focused,staggered_reset,3,15,35854,3075,32779,27634,1682,5095,110,0.0,1.0,-0.021509626430302853
five_hour_first,130,focused,staggered_reset,3,17,43090,4478,38612,32167,2707,3102,5,0.0,1.0,-0.005974161846321019
seven_day_first,130,focused,staggered_reset,3,17,43502,4478,39024,32133,2685,4391,570,0.0,1.0,0.01241784324426315
weighted_score,130,focused,staggered_reset,3,17,43064,4478,38586,32079,2677,3334,192,0.0,1.0,0.0022901672063610767
reset_aware_weekly_priority,130,focused,staggered_reset,3,17,43050,4478,38572,32051,2682,3424,131,0.0,1.0,-0.0005283059066598095
reset_stagger_pressure,130,focused,staggered_reset,3,17,42751,4478,38273,31386,2698,3447,152,0.0,1.0,0.0014271822725900885
five_hour_first,131,focused,staggered_reset,3,19,30281,6828,23453,21117,3947,2618,9,0.0,1.0,0.10508496650664104
seven_day_first,131,focused,staggered_reset,3,19,29797,6828,22969,20658,4062,3843,910,0.0,1.0,0.14508224692194457
weighted_score,131,focused,staggered_reset,3,19,30350,6828,23522,21220,4013,3022,421,0.0,1.0,0.1256579697655161
reset_aware_weekly_priority,131,focused,staggered_reset,3,19,30368,6828,23540,21136,4124,3521,672,0.0,1.0,0.13479692167242802
reset_stagger_pressure,131,focused,staggered_reset,3,19,30779,6828,23951,21512,4127,3889,854,0.0,1.0,0.13618835786683164
five_hour_first,132,focused,same_reset,2,10,28418,1966,26452,21905,1112,3017,4,0.0,1.0,-0.03868290727084084
seven_day_first,132,focused,same_reset,2,10,28167,1966,26201,21607,1109,3509,232,0.0,1.0,-0.028392561443697978
weighted_score,132,focused,same_reset,2,10,27812,1966,25846,21044,1108,3188,81,0.0,1.0,-0.03354369845360464
reset_aware_weekly_priority,132,focused,same_reset,2,10,28211,1966,26245,21785,1108,3269,64,0.0,1.0,-0.035565761279710895
reset_stagger_pressure,132,focused,same_reset,2,10,28439,1966,26473,21711,1120,3233,159,0.0,1.0,-0.03133496885894349
five_hour_first,133,focused,same_reset,2,14,26609,4269,22340,20228,2383,2003,12,0.0,1.0,0.04265450970415932
seven_day_first,133,focused,same_reset,2,14,26623,4269,22354,20283,2399,3182,541,0.0,1.0,0.06731697695484098
weighted_score,133,focused,same_reset,2,14,26143,4269,21874,19799,2365,2388,180,0.0,1.0,0.0554750847419907
reset_aware_weekly_priority,133,focused,same_reset,2,14,26305,4269,22036,20130,2385,2338,152,0.0,1.0,0.05297387172621759
reset_stagger_pressure,133,focused,same_reset,2,14,26517,4269,22248,20290,2379,2472,181,0.0,1.0,0.052989222541544395
five_hour_first,134,focused,same_reset,2,16,29199,3075,26124,20909,1791,3251,7,0.0,1.0,-0.004544520891307052
seven_day_first,134,focused,same_reset,2,16,28942,3075,25867,20566,1775,4424,510,0.0,1.0,0.013241801551050314
weighted_score,134,focused,same_reset,2,16,29268,3075,26193,20981,1779,3749,235,0.0,1.0,0.004144743125694572
